,group,kval,rhoval,Hi,method,baseline_1,baseline_2,rater
0,amateurs,1,0.75,0.6447578868559232,Real homophily,0.8947368421052632,0.4294827243210131,109
0,amateurs,1,0.75,0.31608262165074086,Real homophily,0.8947368421052632,0.4289499253137795,110
0,amateurs,1,0.75,0.5265206829727549,Real homophily,0.8947368421052632,0.42890548047310423,111
0,amateurs,1,0.75,0.6068344224208436,Real homophily,0.8947368421052632,0.42841613022755176,112
0,amateurs,1,0.75,0.4281999084353003,Real homophily,0.8947368421052632,0.4288832554583084,113
0,amateurs,1,0.75,0.569698130638924,Real homophily,0.8947368421052632,0.429238648243326,114
0,amateurs,1,0.75,0.4328136377950802,Real homophily,0.8947368421052632,0.429238648243326,115
0,amateurs,1,0.75,0.7735924623427857,Real homophily,0.8947368421052632,0.42872763190599866,116
0,amateurs,1,0.75,0.6387161329020576,Real homophily,0.8947368421052632,0.4285274198166563,117
0,amateurs,1,0.75,0.5877909277548565,Real homophily,0.8947368421052632,0.4290165796055297,118
0,amateurs,1,0.75,0.2893881469588626,Real homophily,0.8947368421052632,0.4293939935402871,119
0,amateurs,1,0.75,0.2026815596126364,Real homophily,0.8947368421052632,0.42952707936377293,120
0,amateurs,1,0.75,0.2896232198987899,Real homophily,0.8947368421052632,0.4294605442130341,121
0,amateurs,1,0.75,0.4221847306373962,Real homophily,0.8947368421052632,0.4290832183390082,122
0,amateurs,1,0.75,0.6093746959781873,Real homophily,0.8947368421052632,0.4291054277937155,123
0,amateurs,1,0.75,0.37888888349690436,Real homophily,0.8947368421052632,0.4285274198166563,124
0,amateurs,1,0.75,0.5741795625993237,Real homophily,0.8947368421052632,0.428927703758194,125
0,amateurs,1,0.75,0.3874775358170944,Real homophily,0.8947368421052632,0.4293052351552222,126
0,amateurs,1,0.75,0.5906833622577323,Real homophily,0.8947368421052632,0.42912763552053285,127
0,amateurs,1,0.75,0.479386498910071,Real homophily,0.8947368421052632,0.4285719235188757,128
0,amateurs,1,0.75,0.6347601255216999,Real homophily,0.8947368421052632,0.4288610287136045,129
0,amateurs,1,0.75,0.7071989991649319,Real homophily,0.8947368421052632,0.42952707936377293,130
0,amateurs,1,0.75,0.4804079865263211,Real homophily,0.8947368421052632,0.4294605442130341,131
0,amateurs,1,0.75,0.44403855430910877,Real homophily,0.8947368421052632,0.4294161788228723,132
0,amateurs,1,0.75,0.6249283293593806,Real homophily,0.8947368421052632,0.4293939935402871,133
0,experts,1,1,0.9367441139054342,Real homophily,0.09774436090225563,0.5462111222355677,0
0,experts,1,1,0.9148171975105198,Real homophily,0.09774436090225563,0.5514734471867935,1
0,experts,1,1,0.8923387382689466,Real homophily,0.09774436090225563,0.5354043751045536,2
0,experts,1,1,0.5777908787206285,Real homophily,0.09774436090225563,0.5543902803437576,3
0,experts,1,1,0.8864106003975547,Real homophily,0.09774436090225563,0.5537274378760353,4
0,experts,1,1,0.9969150469676132,Real homophily,0.09774436090225563,0.5482057966512747,5
0,experts,1,1,0.9495393056364003,Real homophily,0.09774436090225563,0.5534042604429927,6
0,experts,1,1,0.9214374726908993,Real homophily,0.09774436090225563,0.5350151528428908,7
0,experts,1,1,0.9972701336207718,Real homophily,0.09774436090225563,0.546637388678059,8
0,experts,1,1,0.5283817323948593,Real homophily,0.09774436090225563,0.5580449968130977,9
0,experts,1,1,0.4252940193065086,Real homophily,0.09774436090225563,0.5658916739486043,10
0,experts,1,1,0.920101798255798,Real homophily,0.09774436090225563,0.5448155372121634,11
0,experts,1,1,0.944680497320053,Real homophily,0.09774436090225563,0.551799424093168,12
0,experts,1,1,0.8669591143426442,Real homophily,0.09774436090225563,0.5663664980279399,13
0,amateurs,1,1,0.05300196303299051,Real homophily,0.8947368421052632,0.4294827243210131,14
0,amateurs,1,1,0.4576282607698771,Real homophily,0.8947368421052632,0.4288610287136045,15
0,amateurs,1,1,0.22512409685601903,Real homophily,0.8947368421052632,0.42861642029014035,16
0,amateurs,1,1,0.28740310885034204,Real homophily,0.8947368421052632,0.42821569969828666,17
0,amateurs,1,1,0.6149601115828618,Real homophily,0.8947368421052632,0.4283938671080723,18
0,amateurs,1,1,0.6385800895298226,Real homophily,0.8947368421052632,0.4295049027045257,19
0,amateurs,1,1,0.7230208480687224,Real homophily,0.8947368421052632,0.42399655588515267,20
0,amateurs,1,1,0.764993791706387,Real homophily,0.8947368421052632,0.4257995229317409,21
0,amateurs,1,1,0.5337102470959649,Real homophily,0.8947368421052632,0.4286609101320693,22
0,amateurs,1,1,0.3718720008557569,Real homophily,0.8947368421052632,0.4293939935402871,23
0,amateurs,1,1,0.6737042997683184,Real homophily,0.8947368421052632,0.427814416648243,24
0,amateurs,1,1,0.3033126093819002,Real homophily,0.8947368421052632,0.4266519841538839,25
0,amateurs,1,1,0.39958354234543764,Real homophily,0.8947368421052632,0.4255522845378773,26
0,amateurs,1,1,0.5348187946676262,Real homophily,0.8947368421052632,0.4221367260975859,27
0,amateurs,1,1,0.7390949980420554,Real homophily,0.8947368421052632,0.42863866607717066,28
0,amateurs,1,1,0.41723487512705076,Real homophily,0.8947368421052632,0.4240417680433579,29
0,amateurs,1,1,0.3007518385391852,Real homophily,0.8947368421052632,0.42277313878738615,30
0,amateurs,1,1,0.5644072741312054,Real homophily,0.8947368421052632,0.4284606512642443,31
0,amateurs,1,1,0.41944388737885363,Real homophily,0.8947368421052632,0.4291720457913041,32
0,amateurs,1,1,0.5620302270105384,Real homophily,0.8947368421052632,0.42828252549123724,33
0,amateurs,1,1,0.4741366393041934,Real homophily,0.8947368421052632,0.42952707936377293,34
0,amateurs,1,1,0.38832887281892925,Real homophily,0.8947368421052632,0.42903879424511704,35
0,amateurs,1,1,0.44858667425011434,Real homophily,0.8947368421052632,0.42863866607717066,36
0,amateurs,1,1,0.7807409089864842,Real homophily,0.8947368421052632,0.42899436323724555,37
0,amateurs,1,1,0.5461516250884438,Real homophily,0.8947368421052632,0.42821569969828666,38
0,amateurs,1,1,0.023985081191035054,Real homophily,0.8947368421052632,0.4294383623803876,39
0,amateurs,1,1,0.5900920601720315,Real homophily,0.8947368421052632,0.4291498415196618,40
0,amateurs,1,1,0.3615460979981703,Real homophily,0.8947368421052632,0.4262485024706418,41
0,amateurs,1,1,0.629175479442237,Real homophily,0.8947368421052632,0.42921644915293466,42
0,amateurs,1,1,0.7427438342080749,Real homophily,0.8947368421052632,0.42765820997561693,43
0,amateurs,1,1,0.8205592094200849,Real homophily,0.8947368421052632,0.4280597120792536,44
0,amateurs,1,1,0.6100087915761837,Real homophily,0.8947368421052632,0.42932742734009965,45
0,amateurs,1,1,0.4776847843603197,Real homophily,0.8947368421052632,0.4295049027045257,46
0,amateurs,1,1,0.6332568929231359,Real homophily,0.8947368421052632,0.42854967253423654,47
0,amateurs,1,1,0.5082935827453737,Real homophily,0.8947368421052632,0.42903879424511704,48
0,amateurs,1,1,0.7452435401860117,Real homophily,0.8947368421052632,0.42810428865437167,49
0,amateurs,1,1,0.5814446889996138,Real homophily,0.8947368421052632,0.42797053807856356,50
0,amateurs,1,1,0.2884943835635985,Real homophily,0.8947368421052632,0.42832706734266973,51
0,amateurs,1,1,0.7694975564751763,Real homophily,0.8947368421052632,0.4283938671080723,52
0,amateurs,1,1,0.6048670335888602,Real homophily,0.8947368421052632,0.4287053930462811,53
0,amateurs,1,1,0.2373351381940691,Real homophily,0.8947368421052632,0.42952707936377293,54
0,amateurs,1,1,0.5829357357931372,Real homophily,0.8947368421052632,0.4293496177991021,55
0,amateurs,1,1,0.6812811088733669,Real homophily,0.8947368421052632,0.42863866607717066,56
0,amateurs,1,1,0.46556746105548785,Real homophily,0.8947368421052632,0.428927703758194,57
0,amateurs,1,1,0.5664934360500209,Real homophily,0.8947368421052632,0.42656237060712165,58
0,amateurs,1,1,0.6765665003619327,Real homophily,0.8947368421052632,0.42932742734009965,59
0,amateurs,1,1,0.7336211112103598,Real homophily,0.8947368421052632,0.42832706734266973,60
0,amateurs,1,1,0.28244323450289,Real homophily,0.8947368421052632,0.4294827243210131,61
0,amateurs,1,1,0.39187929085604,Real homophily,0.8947368421052632,0.42952707936377293,62
0,amateurs,1,1,0.6196886936222223,Real homophily,0.8947368421052632,0.4293718065324308,63
0,amateurs,1,1,0.28949493716821106,Real homophily,0.8947368421052632,0.4293496177991021,64
0,amateurs,1,1,0.5828994762064703,Real homophily,0.8947368421052632,0.42890548047310423,65
0,amateurs,1,1,0.7124224082910421,Real homophily,0.8947368421052632,0.42859417277077616,66
0,amateurs,1,1,0.23082113936279136,Real homophily,0.8947368421052632,0.4294161788228723,67
0,amateurs,1,1,0.21348789989583106,Real homophily,0.8947368421052632,0.42928304124426836,68
0,amateurs,1,1,0.7086333426462248,Real homophily,0.8947368421052632,0.42785903146633414,69
0,amateurs,1,1,0.43606508649625697,Real homophily,0.8947368421052632,0.42765820997561693,70
0,amateurs,1,1,0.4131679941161932,Real homophily,0.8947368421052632,0.4293718065324308,71
0,amateurs,1,1,0.4188436395095268,Real homophily,0.8947368421052632,0.42897214514006277,72
0,amateurs,1,1,0.5388496025618861,Real homophily,0.8947368421052632,0.4288832554583084,73
0,amateurs,1,1,0.43817186293580335,Real homophily,0.8947368421052632,0.42912763552053285,74
0,amateurs,1,1,0.7885072963489732,Real homophily,0.8947368421052632,0.4259567456786278,75
0,amateurs,1,1,0.5342177961604025,Real homophily,0.8947368421052632,0.4287053930462811,76
0,amateurs,1,1,0.2367448307801493,Real homophily,0.8947368421052632,0.4290832183390082,77
0,amateurs,1,1,0.4387371193763349,Real homophily,0.8947368421052632,0.42928304124426836,78
0,amateurs,1,1,0.3844750751421458,Real homophily,0.8947368421052632,0.42921644915293466,79
0,amateurs,1,1,0.21269375232310672,Real homophily,0.8947368421052632,0.42890548047310423,80
0,amateurs,1,1,0.5799695075113178,Real homophily,0.8947368421052632,0.4293496177991021,81
0,amateurs,1,1,0.8679742160433684,Real homophily,0.8947368421052632,0.42745724745870545,82
0,amateurs,1,1,0.8094425260695164,Real homophily,0.8947368421052632,0.4290610071562093,83
0,amateurs,1,1,0.6183815853245793,Real homophily,0.8947368421052632,0.4290610071562093,84
0,amateurs,1,1,0.36568875909896154,Real homophily,0.8947368421052632,0.4290610071562093,85
0,amateurs,1,1,0.6905106719132581,Real homophily,0.8947368421052632,0.428927703758194,86
0,amateurs,1,1,0.31546132473836214,Real homophily,0.8947368421052632,0.42926084560703676,87
0,amateurs,1,1,0.5941468130237296,Real homophily,0.8947368421052632,0.42952707936377293,88
0,amateurs,1,1,0.6844355534868365,Real homophily,0.8947368421052632,0.42926084560703676,89
0,amateurs,1,1,0.44146315818812026,Real homophily,0.8947368421052632,0.4293052351552222,90
0,amateurs,1,1,0.6752716970413811,Real homophily,0.8947368421052632,0.42797053807856356,91
0,amateurs,1,1,0.5433935541374,Real homophily,0.8947368421052632,0.4287053930462811,92
0,amateurs,1,1,0.2877283120555827,Real homophily,0.8947368421052632,0.4294605442130341,93
0,amateurs,1,1,0.39473476705814836,Real homophily,0.8947368421052632,0.4294827243210131,94
0,amateurs,1,1,0.6216858793396994,Real homophily,0.8947368421052632,0.4286609101320693,95
0,amateurs,1,1,0.3745951214622167,Real homophily,0.8947368421052632,0.42826025196256345,96
0,amateurs,1,1,0.34970697025305947,Real homophily,0.8947368421052632,0.4294605442130341,97
0,amateurs,1,1,0.6160323797617784,Real homophily,0.8947368421052632,0.4294161788228723,98
0,amateurs,1,1,0.430861947499641,Real homophily,0.8947368421052632,0.4294827243210131,99
0,amateurs,1,1,0.7269852753523239,Real homophily,0.8947368421052632,0.42926084560703676,100
0,amateurs,1,1,0.45320686934289767,Real homophily,0.8947368421052632,0.4290832183390082,101
0,amateurs,1,1,0.4730876812590807,Real homophily,0.8947368421052632,0.42928304124426836,102
0,amateurs,1,1,0.8947922742085237,Real homophily,0.8947368421052632,0.4281265743363349,103
0,amateurs,1,1,0.6673827018987133,Real homophily,0.8947368421052632,0.4276358877740439,104
0,amateurs,1,1,0.6501282352973955,Real homophily,0.8947368421052632,0.4293052351552222,105
0,amateurs,1,1,0.5619375817362727,Real homophily,0.8947368421052632,0.42874986903439366,106
0,amateurs,1,1,0.6233193118532444,Real homophily,0.8947368421052632,0.4277697948715967,107
0,amateurs,1,1,0.7063681003112091,Real homophily,0.8947368421052632,0.4293939935402871,108
0,amateurs,1,1,0.6643742120250786,Real homophily,0.8947368421052632,0.4294827243210131,109
0,amateurs,1,1,0.32055389191938277,Real homophily,0.8947368421052632,0.4289499253137795,110
0,amateurs,1,1,0.5414427374649825,Real homophily,0.8947368421052632,0.42890548047310423,111
0,amateurs,1,1,0.6255798114409175,Real homophily,0.8947368421052632,0.42841613022755176,112
0,amateurs,1,1,0.4500006869205777,Real homophily,0.8947368421052632,0.4288832554583084,113
0,amateurs,1,1,0.5891008416725897,Real homophily,0.8947368421052632,0.429238648243326,114
0,amateurs,1,1,0.45609829813724545,Real homophily,0.8947368421052632,0.429238648243326,115
0,amateurs,1,1,0.7861479085236769,Real homophily,0.8947368421052632,0.42872763190599866,116
0,amateurs,1,1,0.660228637632576,Real homophily,0.8947368421052632,0.4285274198166563,117
0,amateurs,1,1,0.617801949605939,Real homophily,0.8947368421052632,0.4290165796055297,118
0,amateurs,1,1,0.28954572974029025,Real homophily,0.8947368421052632,0.4293939935402871,119
0,amateurs,1,1,0.20554002544538702,Real homophily,0.8947368421052632,0.42952707936377293,120
0,amateurs,1,1,0.29926646242700716,Real homophily,0.8947368421052632,0.4294605442130341,121
0,amateurs,1,1,0.4340478012647258,Real homophily,0.8947368421052632,0.4290832183390082,122
0,amateurs,1,1,0.6304970946389242,Real homophily,0.8947368421052632,0.4291054277937155,123
0,amateurs,1,1,0.3880469799249183,Real homophily,0.8947368421052632,0.4285274198166563,124
0,amateurs,1,1,0.5940913915201885,Real homophily,0.8947368421052632,0.428927703758194,125
0,amateurs,1,1,0.39521556130710733,Real homophily,0.8947368421052632,0.4293052351552222,126
0,amateurs,1,1,0.6204021149722816,Real homophily,0.8947368421052632,0.42912763552053285,127
0,amateurs,1,1,0.48508783502381536,Real homophily,0.8947368421052632,0.4285719235188757,128
0,amateurs,1,1,0.6545020899357914,Real homophily,0.8947368421052632,0.4288610287136045,129
0,amateurs,1,1,0.7278997831316756,Real homophily,0.8947368421052632,0.42952707936377293,130
0,amateurs,1,1,0.4927169833480062,Real homophily,0.8947368421052632,0.4294605442130341,131
0,amateurs,1,1,0.46008030030115293,Real homophily,0.8947368421052632,0.4294161788228723,132
0,amateurs,1,1,0.6480504056058255,Real homophily,0.8947368421052632,0.4293939935402871,133
0,experts,1,1.25,0.9377648554366651,Real homophily,0.09774436090225563,0.5462111222355677,0
0,experts,1,1.25,0.9142072474898545,Real homophily,0.09774436090225563,0.5514734471867935,1
0,experts,1,1.25,0.8913417230851444,Real homophily,0.09774436090225563,0.5354043751045536,2
0,experts,1,1.25,0.5739875604965838,Real homophily,0.09774436090225563,0.5543902803437576,3
0,experts,1,1.25,0.8840079074722325,Real homophily,0.09774436090225563,0.5537274378760353,4
0,experts,1,1.25,0.997011949449519,Real homophily,0.09774436090225563,0.5482057966512747,5
0,experts,1,1.25,0.9491851849543252,Real homophily,0.09774436090225563,0.5534042604429927,6
0,experts,1,1.25,0.9205481044330307,Real homophily,0.09774436090225563,0.5350151528428908,7
0,experts,1,1.25,0.9972596935507567,Real homophily,0.09774436090225563,0.546637388678059,8
0,experts,1,1.25,0.5187702177134978,Real homophily,0.09774436090225563,0.5580449968130977,9
0,experts,1,1.25,0.4117609931130765,Real homophily,0.09774436090225563,0.5658916739486043,10
0,experts,1,1.25,0.9185439874892177,Real homophily,0.09774436090225563,0.5448155372121634,11
0,experts,1,1.25,0.9441628288029738,Real homophily,0.09774436090225563,0.551799424093168,12
0,experts,1,1.25,0.865203642049917,Real homophily,0.09774436090225563,0.5663664980279399,13
0,amateurs,1,1.25,0.051738184617971486,Real homophily,0.8947368421052632,0.4294827243210131,14
0,amateurs,1,1.25,0.4802897898883476,Real homophily,0.8947368421052632,0.4288610287136045,15
0,amateurs,1,1.25,0.23071524628908568,Real homophily,0.8947368421052632,0.42861642029014035,16
0,amateurs,1,1.25,0.2893769644355548,Real homophily,0.8947368421052632,0.42821569969828666,17
0,amateurs,1,1.25,0.639111078474168,Real homophily,0.8947368421052632,0.4283938671080723,18
0,amateurs,1,1.25,0.6555001641360132,Real homophily,0.8947368421052632,0.4295049027045257,19
0,amateurs,1,1.25,0.7435178194228601,Real homophily,0.8947368421052632,0.42399655588515267,20
0,amateurs,1,1.25,0.7854830004556779,Real homophily,0.8947368421052632,0.4257995229317409,21
0,amateurs,1,1.25,0.5471392238950864,Real homophily,0.8947368421052632,0.4286609101320693,22
0,amateurs,1,1.25,0.38350136513793537,Real homophily,0.8947368421052632,0.4293939935402871,23
0,amateurs,1,1.25,0.6947939856092232,Real homophily,0.8947368421052632,0.427814416648243,24
0,amateurs,1,1.25,0.3130019185716335,Real homophily,0.8947368421052632,0.4266519841538839,25
0,amateurs,1,1.25,0.40343091969157596,Real homophily,0.8947368421052632,0.4255522845378773,26
0,amateurs,1,1.25,0.5467287244332275,Real homophily,0.8947368421052632,0.4221367260975859,27
0,amateurs,1,1.25,0.7548886876460404,Real homophily,0.8947368421052632,0.42863866607717066,28
0,amateurs,1,1.25,0.4233665795484825,Real homophily,0.8947368421052632,0.4240417680433579,29
0,amateurs,1,1.25,0.3081329581929575,Real homophily,0.8947368421052632,0.42277313878738615,30
0,amateurs,1,1.25,0.5784138317287104,Real homophily,0.8947368421052632,0.4284606512642443,31
0,amateurs,1,1.25,0.4277990864689341,Real homophily,0.8947368421052632,0.4291720457913041,32
0,amateurs,1,1.25,0.5760310211262973,Real homophily,0.8947368421052632,0.42828252549123724,33
0,amateurs,1,1.25,0.49194794189084773,Real homophily,0.8947368421052632,0.42952707936377293,34
0,amateurs,1,1.25,0.399276445015016,Real homophily,0.8947368421052632,0.42903879424511704,35
0,amateurs,1,1.25,0.45685737344336563,Real homophily,0.8947368421052632,0.42863866607717066,36
0,amateurs,1,1.25,0.814838289462144,Real homophily,0.8947368421052632,0.42899436323724555,37
0,amateurs,1,1.25,0.5589526602554438,Real homophily,0.8947368421052632,0.42821569969828666,38
0,amateurs,1,1.25,0.024261192855250992,Real homophily,0.8947368421052632,0.4294383623803876,39
0,amateurs,1,1.25,0.604219550501442,Real homophily,0.8947368421052632,0.4291498415196618,40
0,amateurs,1,1.25,0.37141134552529265,Real homophily,0.8947368421052632,0.4262485024706418,41
0,amateurs,1,1.25,0.6476200628808195,Real homophily,0.8947368421052632,0.42921644915293466,42
0,amateurs,1,1.25,0.7628872864109757,Real homophily,0.8947368421052632,0.42765820997561693,43
0,amateurs,1,1.25,0.8470075420576338,Real homophily,0.8947368421052632,0.4280597120792536,44
0,amateurs,1,1.25,0.6297909859680405,Real homophily,0.8947368421052632,0.42932742734009965,45
0,amateurs,1,1.25,0.4897683846112931,Real homophily,0.8947368421052632,0.4295049027045257,46
0,amateurs,1,1.25,0.6492716958604638,Real homophily,0.8947368421052632,0.42854967253423654,47
0,amateurs,1,1.25,0.5216268054279105,Real homophily,0.8947368421052632,0.42903879424511704,48
0,amateurs,1,1.25,0.760361602291695,Real homophily,0.8947368421052632,0.42810428865437167,49
0,amateurs,1,1.25,0.5952261917944403,Real homophily,0.8947368421052632,0.42797053807856356,50
0,amateurs,1,1.25,0.28866103379905356,Real homophily,0.8947368421052632,0.42832706734266973,51
0,amateurs,1,1.25,0.7828522480141265,Real homophily,0.8947368421052632,0.4283938671080723,52
0,amateurs,1,1.25,0.6257055288788037,Real homophily,0.8947368421052632,0.4287053930462811,53
0,amateurs,1,1.25,0.2520374271994025,Real homophily,0.8947368421052632,0.42952707936377293,54
0,amateurs,1,1.25,0.5972372346449603,Real homophily,0.8947368421052632,0.4293496177991021,55
0,amateurs,1,1.25,0.7005304440994249,Real homophily,0.8947368421052632,0.42863866607717066,56
0,amateurs,1,1.25,0.48934222398692184,Real homophily,0.8947368421052632,0.428927703758194,57
0,amateurs,1,1.25,0.5865880941847934,Real homophily,0.8947368421052632,0.42656237060712165,58
0,amateurs,1,1.25,0.6978624835261482,Real homophily,0.8947368421052632,0.42932742734009965,59
0,amateurs,1,1.25,0.7527865612717971,Real homophily,0.8947368421052632,0.42832706734266973,60
0,amateurs,1,1.25,0.2867238569137732,Real homophily,0.8947368421052632,0.4294827243210131,61
0,amateurs,1,1.25,0.417302702084007,Real homophily,0.8947368421052632,0.42952707936377293,62
0,amateurs,1,1.25,0.6377355028503489,Real homophily,0.8947368421052632,0.4293718065324308,63
0,amateurs,1,1.25,0.2935985697885079,Real homophily,0.8947368421052632,0.4293496177991021,64
0,amateurs,1,1.25,0.6024023201447297,Real homophily,0.8947368421052632,0.42890548047310423,65
0,amateurs,1,1.25,0.7296912429894986,Real homophily,0.8947368421052632,0.42859417277077616,66
0,amateurs,1,1.25,0.23332837964902936,Real homophily,0.8947368421052632,0.4294161788228723,67
0,amateurs,1,1.25,0.22053173276337648,Real homophily,0.8947368421052632,0.42928304124426836,68
0,amateurs,1,1.25,0.7185117989812548,Real homophily,0.8947368421052632,0.42785903146633414,69
0,amateurs,1,1.25,0.44826665653374426,Real homophily,0.8947368421052632,0.42765820997561693,70
0,amateurs,1,1.25,0.4265685163481261,Real homophily,0.8947368421052632,0.4293718065324308,71
0,amateurs,1,1.25,0.43037067815617513,Real homophily,0.8947368421052632,0.42897214514006277,72
0,amateurs,1,1.25,0.5468126535839224,Real homophily,0.8947368421052632,0.4288832554583084,73
0,amateurs,1,1.25,0.454495253551443,Real homophily,0.8947368421052632,0.42912763552053285,74
0,amateurs,1,1.25,0.809536526506752,Real homophily,0.8947368421052632,0.4259567456786278,75
0,amateurs,1,1.25,0.5589419058097039,Real homophily,0.8947368421052632,0.4287053930462811,76
0,amateurs,1,1.25,0.25673618065897785,Real homophily,0.8947368421052632,0.4290832183390082,77
0,amateurs,1,1.25,0.455798028777705,Real homophily,0.8947368421052632,0.42928304124426836,78
0,amateurs,1,1.25,0.3902306876051416,Real homophily,0.8947368421052632,0.42921644915293466,79
0,amateurs,1,1.25,0.2140909234048543,Real homophily,0.8947368421052632,0.42890548047310423,80
0,amateurs,1,1.25,0.5961234418070126,Real homophily,0.8947368421052632,0.4293496177991021,81
0,amateurs,1,1.25,0.8886409275323957,Real homophily,0.8947368421052632,0.42745724745870545,82
0,amateurs,1,1.25,0.8512735370162454,Real homophily,0.8947368421052632,0.4290610071562093,83
0,amateurs,1,1.25,0.652080252428506,Real homophily,0.8947368421052632,0.4290610071562093,84
0,amateurs,1,1.25,0.37713478662398675,Real homophily,0.8947368421052632,0.4290610071562093,85
0,amateurs,1,1.25,0.7176033450616295,Real homophily,0.8947368421052632,0.428927703758194,86
0,amateurs,1,1.25,0.33870808111947637,Real homophily,0.8947368421052632,0.42926084560703676,87
0,amateurs,1,1.25,0.5968207010740683,Real homophily,0.8947368421052632,0.42952707936377293,88
0,amateurs,1,1.25,0.7252197494171394,Real homophily,0.8947368421052632,0.42926084560703676,89
0,amateurs,1,1.25,0.4580584818195026,Real homophily,0.8947368421052632,0.4293052351552222,90
0,amateurs,1,1.25,0.7002442435645349,Real homophily,0.8947368421052632,0.42797053807856356,91
0,amateurs,1,1.25,0.5613350598438684,Real homophily,0.8947368421052632,0.4287053930462811,92
0,amateurs,1,1.25,0.3122285025624439,Real homophily,0.8947368421052632,0.4294605442130341,93
0,amateurs,1,1.25,0.40313509677031106,Real homophily,0.8947368421052632,0.4294827243210131,94
0,amateurs,1,1.25,0.6406042231889824,Real homophily,0.8947368421052632,0.4286609101320693,95
0,amateurs,1,1.25,0.3892651232247604,Real homophily,0.8947368421052632,0.42826025196256345,96
0,amateurs,1,1.25,0.36776227886760904,Real homophily,0.8947368421052632,0.4294605442130341,97
0,amateurs,1,1.25,0.6362598154447345,Real homophily,0.8947368421052632,0.4294161788228723,98
0,amateurs,1,1.25,0.45080061799836524,Real homophily,0.8947368421052632,0.4294827243210131,99
0,amateurs,1,1.25,0.7471778360065879,Real homophily,0.8947368421052632,0.42926084560703676,100
0,amateurs,1,1.25,0.4702434586549457,Real homophily,0.8947368421052632,0.4290832183390082,101
0,amateurs,1,1.25,0.49282909257289015,Real homophily,0.8947368421052632,0.42928304124426836,102
0,amateurs,1,1.25,0.9160310586771034,Real homophily,0.8947368421052632,0.4281265743363349,103
0,amateurs,1,1.25,0.6889966976716666,Real homophily,0.8947368421052632,0.4276358877740439,104
0,amateurs,1,1.25,0.664613693877399,Real homophily,0.8947368421052632,0.4293052351552222,105
0,amateurs,1,1.25,0.5875003422717757,Real homophily,0.8947368421052632,0.42874986903439366,106
0,amateurs,1,1.25,0.6379083252947781,Real homophily,0.8947368421052632,0.4277697948715967,107
0,amateurs,1,1.25,0.7435720281326326,Real homophily,0.8947368421052632,0.4293939935402871,108
0,amateurs,1,1.25,0.6837638064665075,Real homophily,0.8947368421052632,0.4294827243210131,109
0,amateurs,1,1.25,0.3251377316856598,Real homophily,0.8947368421052632,0.4289499253137795,110
0,amateurs,1,1.25,0.5567101131669866,Real homophily,0.8947368421052632,0.42890548047310423,111
0,amateurs,1,1.25,0.6440522318961643,Real homophily,0.8947368421052632,0.42841613022755176,112
0,amateurs,1,1.25,0.47237226654644104,Real homophily,0.8947368421052632,0.4288832554583084,113
0,amateurs,1,1.25,0.6087145288160256,Real homophily,0.8947368421052632,0.429238648243326,114
0,amateurs,1,1.25,0.47969059735411806,Real homophily,0.8947368421052632,0.429238648243326,115
0,amateurs,1,1.25,0.7984168686214558,Real homophily,0.8947368421052632,0.42872763190599866,116
0,amateurs,1,1.25,0.6818731408349014,Real homophily,0.8947368421052632,0.4285274198166563,117
0,amateurs,1,1.25,0.6474760378301059,Real homophily,0.8947368421052632,0.4290165796055297,118
0,amateurs,1,1.25,0.28953120124731646,Real homophily,0.8947368421052632,0.4293939935402871,119
0,amateurs,1,1.25,0.2084923173828638,Real homophily,0.8947368421052632,0.42952707936377293,120
0,amateurs,1,1.25,0.30934585058132996,Real homophily,0.8947368421052632,0.4294605442130341,121
0,amateurs,1,1.25,0.44609320367977423,Real homophily,0.8947368421052632,0.4290832183390082,122
0,amateurs,1,1.25,0.6513618175074577,Real homophily,0.8947368421052632,0.4291054277937155,123
0,amateurs,1,1.25,0.39746750589997354,Real homophily,0.8947368421052632,0.4285274198166563,124
0,amateurs,1,1.25,0.613855495129974,Real homophily,0.8947368421052632,0.428927703758194,125
0,amateurs,1,1.25,0.40305523631461104,Real homophily,0.8947368421052632,0.4293052351552222,126
0,amateurs,1,1.25,0.6495633824541479,Real homophily,0.8947368421052632,0.42912763552053285,127
0,amateurs,1,1.25,0.49076344797112603,Real homophily,0.8947368421052632,0.4285719235188757,128
0,amateurs,1,1.25,0.673945858686292,Real homophily,0.8947368421052632,0.4288610287136045,129
0,amateurs,1,1.25,0.747883424858536,Real homophily,0.8947368421052632,0.42952707936377293,130
0,amateurs,1,1.25,0.5052266022025317,Real homophily,0.8947368421052632,0.4294605442130341,131
0,amateurs,1,1.25,0.4765572037958946,Real homophily,0.8947368421052632,0.4294161788228723,132
0,amateurs,1,1.25,0.6703334934364723,Real homophily,0.8947368421052632,0.4293939935402871,133
0,experts,1,1.5,0.9387877105125623,Real homophily,0.09774436090225563,0.5462111222355677,0
0,experts,1,1.5,0.9135914051673275,Real homophily,0.09774436090225563,0.5514734471867935,1
0,experts,1,1.5,0.8903316489427813,Real homophily,0.09774436090225563,0.5354043751045536,2
0,experts,1,1.5,0.5701544278723011,Real homophily,0.09774436090225563,0.5543902803437576,3
0,experts,1,1.5,0.8815161309102761,Real homophily,0.09774436090225563,0.5537274378760353,4
